,ÀÌ¸§,ÆÀ,ÃâÀå,¿ÏÅõ,¿ÏºÀ,¼±¹ß,½Â,ÆÐ,¼¼ÀÌºê,È¦µå,ÀÌ´×,½ÇÁ¡,ÀÚÃ¥,Å¸ÀÚ,ÇÇ¾ÈÅ¸,ÇÇ2·ç,ÇÇ3·ç,ÇÇÈ¨·±,º¼³Ý,°íÀÇ»ç±¸,»ç±¸,Å»»ïÁø,º¸Å©,ÆøÅõ,ERA,FIP,WHIP,ERA+,FIP+,WAR,WPA,birth,pid
51,ÁÖ±Ç,21K,62,0,0,0,3,4,0,27,49.0,19,18,208,48,7,1,3,19,2,1,19,0,1,3.31,4.46,1.37,135.9,99.5,1.37,0.65,1995-05-31,20262
64,ÁÖÇö»ó,21ÇÑ,43,0,0,0,2,2,0,4,50.1,21,20,218,46,6,3,6,21,2,1,33,0,6,3.58,4.76,1.33,122.5,93.6,1.04,-0.26,1992-08-10,20263
147,Áö¸í¼º,21K,3,0,0,0,1,0,0,0,4.0,1,0,16,1,0,0,0,1,0,1,4,0,0,0.00,2.83,0.50,,156.7,0.09,0.02,2002-02-15,20264
117,Áø¸íÈ£,21·Ô,33,0,0,0,2,2,0,3,24.1,14,13,107,20,5,0,3,14,0,2,24,0,1,4.81,4.94,1.40,94.5,90.5,0.25,-0.65,1989-03-20,20265
74,ÁøÇØ¼ö,21L,50,0,0,0,1,0,0,5,44.1,17,12,188,41,4,0,2,18,1,3,39,0,1,2.44,3.51,1.33,177.1,124.1,0.89,-0.19,1986-06-26,20266
234,Â÷¸íÁø,21K,4,0,0,3,0,1,0,0,10.2,9,9,57,12,3,0,1,13,0,1,6,0,0,7.59,7.36,2.34,58.6,60.5,-0.16,-0.41,1995-03-03,20267
208,Â÷¿ìÂù,21L,5,0,0,5,2,1,0,0,22.1,14,13,99,16,3,0,2,13,0,3,12,0,0,5.24,5.57,1.30,82.3,77.8,-0.08,-0.36,1987-05-31,20268
121,Ã¤Áö¼±,21L,14,0,0,0,0,0,0,0,17.1,8,6,87,15,5,0,0,20,0,0,18,2,2,3.12,4.72,2.02,138.5,93.9,0.24,-0.10,1995-07-11,20269
94,ÃÖ±Ý°­,21N,20,0,0,0,2,1,1,0,28.0,14,14,129,29,6,0,4,17,0,2,25,0,3,4.50,5.44,1.64,100.9,83.2,0.41,-0.36,1989-04-26,20270
237,ÃÖµ¿È¯,21L,8,0,0,0,0,0,0,0,5.2,6,6,28,6,1,0,0,4,0,2,2,0,0,9.53,5.80,1.77,45.3,76.1,-0.16,0.00,1989-09-19,20271
177,ÃÖ¹ÎÁØ,21S,38,0,0,12,3,3,0,4,86.0,56,56,398,93,17,0,11,50,0,7,62,1,5,5.86,5.54,1.66,76.6,81.9,0.02,-1.71,1999-06-11,20272
72,ÃÖ¼ºÈÆ,21L,46,0,0,0,1,1,0,3,40.2,14,11,179,40,7,1,2,19,1,1,33,0,0,2.43,3.75,1.45,177.2,116.2,0.92,-0.22,1989-10-11,20273
160,ÃÖ¼¼Ã¢,21µÎ,1,0,0,0,0,0,0,0,1.1,0,0,5,1,0,0,0,1,0,0,0,0,0,0.00,5.58,1.50,,79.4,0.05,0.00,2001-06-01,20274
144,ÃÖ½Â¿ë,21µÎ,15,0,0,2,0,0,0,2,18.1,10,8,83,20,3,1,3,10,0,1,16,0,0,3.93,5.51,1.64,109.8,77.2,0.11,-0.27,2001-05-11,20275
200,ÃÖ¿µÈ¯,21·Ô,20,0,0,7,1,2,0,0,40.2,30,28,181,45,10,0,4,24,0,2,28,0,4,6.20,5.15,1.70,73.3,86.7,-0.05,-0.58,1992-02-20,20276
278,ÃÖ¿ëÁØ,21K,3,0,0,2,0,1,0,0,6.1,10,10,39,11,4,1,3,7,0,1,6,0,0,14.21,11.39,2.84,31.3,38.7,-0.40,-0.41,2001-12-19,20277
9,ÃÖ¿øÁØ,21µÎ,29,0,0,29,12,4,0,0,158.1,65,58,673,160,31,4,15,37,1,10,113,0,0,3.30,4.01,1.24,130.8,107.1,4.16,1.17,1994-12-21,20278
85,ÃÖ¿øÅÂ,21Å°,28,0,0,28,9,11,0,0,143.1,89,73,643,163,21,3,11,53,2,10,93,0,3,4.58,4.31,1.51,96.7,100.8,0.55,-0.71,1997-01-07,20279
180,ÃÖÁ¤¿ë,21K,1,0,0,0,0,0,0,0,0.1,0,0,2,1,0,1,0,0,0,0,0,0,0,0.00,3.33,3.00,,133.6,0.01,-0.00,1996-10-24,20280
39,ÃÖÁØ¿ë,21·Ô,44,0,0,0,4,2,1,20,47.1,16,15,195,41,7,0,6,16,3,1,45,0,1,2.85,3.97,1.20,159.4,112.5,1.94,2.28,2001-10-10,20281
99,ÃÖÁö±¤,21»ï,60,0,0,0,7,1,0,14,51.1,30,28,231,53,11,2,5,27,0,2,49,0,2,4.91,4.38,1.56,91.9,102.9,0.35,0.15,1998-03-13,20282
46,ÃÖÃ¤Èï,21»ï,26,1,0,20,5,9,0,2,122.1,66,62,538,143,21,2,16,37,1,2,82,1,4,4.56,4.62,1.47,99.0,98.3,1.55,-0.37,1995-01-22,20283
168,ÃßÀçÇö,21·Ô,1,0,0,0,0,0,0,0,1.0,0,0,4,0,0,0,0,2,0,0,0,0,0,0.00,9.33,2.00,,47.8,0.04,0.00,1999-02-22,20284
36,Ä«ÆæÅÍ,21ÇÑ,31,0,0,30,5,12,0,0,170.0,90,75,746,150,21,3,16,72,0,19,179,1,7,3.97,4.06,1.31,110.3,109.7,2.02,0.53,1990-08-22,20285
3,ÄÌ¸®,21L,30,0,0,30,13,8,0,0,177.0,64,62,744,160,25,0,12,60,3,11,142,1,7,3.15,3.76,1.24,136.8,115.1,4.97,1.61,1989-10-04,20286
38,Äí¿¡¹Ù½º,21K,23,1,1,23,9,4,0,0,133.1,68,61,580,131,21,3,11,51,0,3,137,0,6,4.12,3.57,1.37,109.1,124.8,1.94,0.02,1990-10-14,20287
15,Å·¾ö,21ÇÑ,25,0,0,25,10,8,0,0,144.0,58,51,591,117,22,0,11,41,1,5,131,2,4,3.19,3.44,1.10,137.4,129.2,3.72,1.60,1991-11-08,20288
14,ÆÄ½¼½º,21N,24,1,0,24,4,8,0,0,133.0,56,55,577,109,16,2,9,63,0,11,148,1,10,3.72,3.66,1.29,122.0,123.3,3.73,0.50,1992-09-06,20289
23,ÆùÆ®,21S,26,0,0,26,8,5,0,0,145.2,66,56,604,114,22,1,12,45,1,6,157,1,2,3.46,3.28,1.09,129.7,139.2,2.95,0.56,1990-05-24,20290
77,ÇÁ¶ûÄÚ,21·Ô,37,0,0,27,9,8,0,1,150.0,97,90,677,147,31,2,20,75,0,20,124,1,6,5.40,5.31,1.48,84.2,84.1,0.76,-1.27,1992-12-29,20291
111,ÇÏÀçÈÆ,21S,18,0,0,0,1,0,0,2,18.0,8,8,88,16,0,1,1,16,2,3,8,0,2,4.00,6.00,1.78,112.2,75.2,0.30,-0.11,1990-10-29,20292
217,ÇÏÁØÈ£,21K,10,0,0,0,0,0,0,0,12.0,10,9,56,16,1,1,2,6,0,0,10,0,1,6.75,5.33,1.83,66.5,83.1,-0.11,-0.20,1989-04-29,20293
246,ÇÑ½ÂÇõ,21·Ô,7,0,0,0,0,0,0,0,4.0,6,6,25,6,1,0,1,5,0,1,5,0,2,13.50,8.58,2.75,33.7,52.1,-0.19,-0.21,1996-05-20,20294
146,ÇÑ½ÂÇõ,21K,8,0,0,5,0,3,0,0,23.2,15,12,103,25,5,1,0,10,0,2,17,0,2,4.56,3.42,1.48,97.4,131.4,0.09,-0.33,1993-01-03,20295
253,ÇÑÂ÷Çö,21K,3,0,0,0,0,0,0,0,3.2,8,8,23,10,0,0,3,2,0,0,3,0,0,19.64,13.97,3.27,22.9,31.6,-0.22,0.00,1998-11-30,20296
49,ÇÑÇöÈñ,21Å°,18,0,0,15,6,2,0,1,85.2,42,37,372,86,20,0,4,30,0,6,61,0,3,3.89,3.78,1.35,114.1,115.7,1.39,0.47,1993-06-25,20297
127,ÇÔ´öÁÖ,21L,16,0,0,3,1,2,0,1,21.0,11,10,98,20,2,1,2,13,1,3,18,0,2,4.29,5.00,1.57,100.6,86.3,0.20,-0.43,1995-01-13,20298
259,ÇãÀ±µ¿,21»ï,1,0,0,1,0,1,0,0,3.2,6,5,22,8,2,0,1,1,0,1,3,0,0,12.27,6.88,2.46,36.8,66.8,-0.25,-0.38,2001-06-19,20299
277,ÇöµµÈÆ,21µÎ,5,0,0,2,0,0,0,0,8.2,12,12,46,9,1,0,1,13,0,0,9,0,1,12.46,7.26,2.54,34.6,59.7,-0.40,-0.29,1993-01-13,20300
26,È«°ÇÈñ,21µÎ,65,0,0,0,6,6,3,17,74.1,23,23,303,65,11,0,3,27,0,0,82,1,7,2.78,2.74,1.24,154.9,158.9,2.92,0.60,1992-09-29,20301
197,È«¹Î±â,21·Ô,1,0,0,0,0,0,0,0,0.1,1,1,3,0,0,0,0,2,0,0,0,0,0,27.00,21.33,6.00,16.8,20.9,-0.04,-0.01,2001-07-20,20302
89,È«»ó»ï,21K,49,0,0,0,4,1,0,12,36.0,19,19,160,33,9,0,6,19,2,3,33,0,3,4.75,5.33,1.44,93.6,82.8,0.51,0.40,1990-02-13,20303
68,È«¼º¹Î,21N,53,0,0,0,3,4,0,14,41.1,19,18,185,53,9,0,3,12,1,2,26,1,2,3.92,3.96,1.57,115.8,113.7,0.95,-0.06,1989-07-15,20304
108,È«Á¤¿ì,21»ï,15,0,0,0,2,0,0,0,15.2,6,6,64,14,3,1,3,4,0,0,12,0,1,3.45,5.06,1.15,131.0,90.5,0.31,-0.22,1996-03-16,20305
203,È²¿µ±¹,21ÇÑ,18,0,0,0,0,2,0,2,14.2,10,9,71,16,1,0,0,10,0,1,15,0,2,5.52,3.54,1.77,79.3,126.2,-0.06,-0.60,1995-12-26,20306
192,È²À±È£,21K,1,0,0,0,0,0,0,0,0.2,1,0,4,2,0,0,0,0,0,0,0,0,0,0.00,3.33,3.00,,133.6,-0.02,0.00,1993-09-22,20307
